140001000001599,663000.0,663000.0,28,28,2025-06-16 20:40:58.911404,No Change,
140001000001598,750000.0,750000.0,15,15,2025-06-16 20:40:58.910022,No Change,
6921,,,,,2025-06-16 20:40:58.911866,Fail,No SKU
6922,,,,,2025-06-16 20:40:58.914076,Fail,No SKU
140001000001600,1330000.0,1330000.0,5,5,2025-06-16 20:40:58.936001,No Change,
140001000000983,3500000.0,3500000.0,15,15,2025-06-16 20:41:00.748448,No Change,
140001000001596,1450000.0,1450000.0,26,26,2025-06-16 20:41:00.855862,No Change,
140001000001595,1750000.0,1750000.0,9,9,2025-06-16 20:41:00.844832,No Change,
140001000000984,2600000.0,2600000.0,8,8,2025-06-16 20:41:00.847990,No Change,
140001000000979,1450000.0,1450000.0,25,25,2025-06-16 20:41:01.011908,No Change,
140001000000976,2300000.0,2300000.0,1,1,2025-06-16 20:41:02.488843,No Change,
140001000000942,4800000.0,4800000.0,6,6,2025-06-16 20:41:02.548767,No Change,
140001000001588,3045000.0,3045000.0,15,15,2025-06-16 20:41:02.596322,No Change,
140001000000946,4800000.0,4800000.0,3,3,2025-06-16 20:41:02.858101,No Change,
140001000000756,1269600.0,1269600.0,1,1,2025-06-16 20:41:04.438413,No Change,

140001000001587,4800000.0,4800000.0,5,5,2025-06-16 20:41:04.437562,No Change,
140001000000780,14500000.0,14500000.0,2,2,2025-06-16 20:41:04.504602,No Change,
140001000000751,2286200.0,2286200.0,3,3,2025-06-16 20:41:04.615005,No Change,
140001000000753,1794900.0,1794900.0,0,0,2025-06-16 20:41:06.294323,No Change,
140001000000752,2286200.0,2286200.0,3,3,2025-06-16 20:41:06.358781,No Change,
140001000000755,2286200.0,2286200.0,3,3,2025-06-16 20:41:06.589214,No Change,
140001000000747,2177200.0,2177200.0,3,3,2025-06-16 20:41:06.662062,No Change,
140001000000749,2388900.0,2388900.0,2,2,2025-06-16 20:41:08.125700,No Change,
140001000000748,1840300.0,1840300.0,3,3,2025-06-16 20:41:08.124172,No Change,
140001000000742,1271300.0,1271300.0,2,2,2025-06-16 20:41:08.202244,No Change,
140001000000743,1271300.0,1271300.0,5,5,2025-06-16 20:41:08.279248,No Change,
140001000000745,1378000.0,1378000.0,2,2,2025-06-16 20:41:10.169909,No Change,
140001000000744,1095300.0,1095300.0,7,7,2025-06-16 20:41:10.217692,No Change,
140001000000738,1246000.0,1246000.0,2,2,2025-06-16 20:41:10.227732,No Change,
140001000000737,1246000.0,1246000.0,1,1,2025-06-16 20:41:10.243512,No Change,
140001000000739,1080100.0,1080100.0,9,9,2025-06-16 20:41:12.049912,No Change,
140001000000736,677400.0,677400.0,8,8,2025-06-16 20:41:12.136639,No Change,
140001000000733,717200.0,717200.0,3,3,2025-06-16 20:41:12.158302,No Change,
140001000000741,1246000.0,1246000.0,2,2,2025-06-16 20:41:12.293904,No Change,
140001000000734,563100.0,563100.0,5,5,2025-06-16 20:41:14.163843,No Change,
140001000000732,1404100.0,1404100.0,4,4,2025-06-16 20:41:14.238967,No Change,
140001000000735,717200.0,717200.0,4,4,2025-06-16 20:41:14.294472,No Change,
140001000000729,655200.0,655200.0,4,4,2025-06-16 20:41:14.456950,No Change,
140001000000730,510300.0,510300.0,8,8,2025-06-16 20:41:14.527805,No Change,
140001000000731,489100.0,489100.0,3,3,2025-06-16 20:41:15.924776,No Change,
140001000000722,585800.0,585800.0,4,4,2025-06-16 20:41:16.096649,No Change,
140001000000725,585800.0,585800.0,3,3,2025-06-16 20:41:16.619792,No Change,
140001000000724,510300.0,510300.0,13,13,2025-06-16 20:41:16.781430,No Change,
140001000000726,489100.0,489100.0,7,7,2025-06-16 20:41:20.251201,No Change,
140001000000727,655200.0,655200.0,3,3,2025-06-16 20:41:20.482714,No Change,
140001000000720,538600.0,538600.0,9,9,2025-06-16 20:41:20.606806,No Change,
140001000000728,585800.0,585800.0,5,5,2025-06-16 20:41:21.434516,No Change,
140001000000719,667300.0,667300.0,4,4,2025-06-16 20:41:21.596697,No Change,
140001000000721,755600.0,755600.0,3,3,2025-06-16 20:41:22.071761,No Change,
140001000000681,1840300.0,1840300.0,2,2,2025-06-16 20:41:22.217306,No Change,
